age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
45,Private,174264,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,1,49,United-States,>50K
39,Self-emp-inc,34901,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,346695,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,99594,Bachelors,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
30,Private,287951,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Federal-gov,255393,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Male,23,0,40,United-States,<=50K
41,Self-emp-not-inc,27854,11th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
55,Self-emp-not-inc,144139,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
53,Private,22736,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,1,40,United-States,<=50K
26,Private,173758,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,15123,0,77,United-States,>50K
28,Private,129050,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,26,1,50,United-States,<=50K
34,Self-emp-inc,199081,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7754,0,50,Philippines,>50K
39,State-gov,329241,Prof-school,16,Divorced,Prof-specialty,Own-child,White,Female,3864,0,40,United-States,<=50K
68,Self-emp-inc,27116,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,29,0,35,United-States,>50K
48,Private,173297,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
47,Self-emp-not-inc,137446,11th,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,34,0,49,United-States,>50K
61,Private,122191,Bachelors,13,Married-AF-spouse,Exec-managerial,Wife,White,Female,37,1,40,United-States,<=50K
31,Private,205002,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,13,0,36,United-States,<=50K
51,State-gov,109694,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,7342,1868,12,United-States,>50K
60,Local-gov,42619,Some-college,10,Married-spouse-absent,Adm-clerical,Other-relative,Black,Male,15,0,40,Guatemala,<=50K
34,Private,167761,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,2,40,Italy,<=50K
36,Private,228999,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15734,0,40,United-States,>50K
64,Self-emp-not-inc,90834,9th,4,Widowed,Transport-moving,Not-in-family,White,Female,8,0,40,United-States,<=50K
57,Private,155723,Masters,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1,54,United-States,>50K
34,Private,151008,Assoc-acdm,12,Never-married,Tech-support,Unmarried,White,Female,4,0,40,United-States,>50K
26,Private,97617,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Self-emp-inc,207241,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,8275,1,40,United-States,>50K
25,Private,212015,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,8,0,40,United-States,<=50K
58,Self-emp-not-inc,53094,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1,83,United-States,<=50K
31,Local-gov,196879,9th,4,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
49,Private,261270,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,1,40,United-States,<=50K
27,Self-emp-not-inc,156528,Assoc-acdm,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,37,0,12,United-States,<=50K
61,Private,172102,HS-grad,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,12,0,40,United-States,>50K
40,Local-gov,113815,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Other,Male,20,0,50,United-States,<=50K
41,Local-gov,347655,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,40,United-States,<=50K
29,Private,135302,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,>50K
50,Local-gov,127414,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15335,1,50,United-States,>50K
40,Private,142595,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,19,1,40,United-States,<=50K
30,Private,151096,HS-grad,10,Divorced,Adm-clerical,Own-child,White,Female,1,0,40,Columbia,<=50K
34,Private,226553,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
48,Private,189163,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
20,Private,177262,11th,7,Never-married,Other-service,Own-child,White,Female,0,1,22,United-States,<=50K
33,Private,29144,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
36,State-gov,171111,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,16,0,40,United-States,<=50K
43,State-gov,171024,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,1,40,United-States,>50K
65,Private,301038,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,19,1,45,United-States,>50K
58,Private,66579,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Hong,<=50K
46,Private,89289,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,18,0,40,Philippines,>50K
60,Private,235577,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,110285,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,1,0,50,United-States,<=50K
37,Private,285099,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,15236,0,40,Puerto-Rico,<=50K
59,Self-emp-not-inc,28644,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Female,22,1,45,United-States,<=50K
64,Private,162088,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,38,0,49,United-States,>50K
58,Private,79924,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,1,40,United-States,<=50K
42,Private,372239,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,19,0,59,United-States,<=50K
30,Private,186181,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,2,36,Ecuador,<=50K
33,Private,180481,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,5,0,40,Peru,>50K
29,Private,31341,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,444700,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,77,United-States,<=50K
34,Private,82280,Masters,14,Married-civ-spouse,Armed-Forces,Own-child,White,Female,41,0,40,United-States,<=50K
24,Self-emp-not-inc,68810,HS-grad,9,Divorced,Armed-Forces,Not-in-family,White,Male,0,1,40,United-States,<=50K
26,Private,118666,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,19,0,12,United-States,<=50K
43,Private,75131,HS-grad,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,15156,0,57,United-States,>50K
54,Self-emp-not-inc,52950,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,21,0,49,United-States,>50K
34,Private,128998,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,13,0,49,United-States,<=50K
32,Private,95007,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,3350,1,40,United-States,<=50K
23,Private,247101,Assoc-acdm,13,Never-married,Sales,Own-child,White,Male,8,1,9,United-States,<=50K
35,Private,81616,9th,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,38,0,40,Germany,<=50K
57,Private,49251,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,1929,40,United-States,>50K
63,State-gov,222076,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Female,28,0,40,United-States,>50K
43,Local-gov,103140,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
41,State-gov,66329,Masters,14,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,37,0,40,England,<=50K
72,Federal-gov,109962,Assoc-voc,11,Widowed,Other-service,Not-in-family,White,Female,26,0,40,United-States,<=50K
37,Private,192979,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
28,Private,160845,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,34,1,18,Italy,<=50K
47,Private,124651,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1,21,United-States,>50K
69,Self-emp-inc,184303,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,1,50,United-States,<=50K
54,Private,80041,10th,7,Divorced,Transport-moving,Not-in-family,White,Male,24,1,40,United-States,<=50K
30,Private,25470,Masters,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,49,United-States,<=50K
69,Private,76700,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,9,0,40,United-States,<=50K
36,Private,186917,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,16,1,50,United-States,>50K
24,State-gov,99567,Assoc-acdm,13,Never-married,Adm-clerical,Own-child,Black,Female,12,0,40,United-States,<=50K
30,Private,235191,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,Nicaragua,<=50K
51,Self-emp-not-inc,110060,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,25,0,67,United-States,<=50K
52,Private,130329,Some-college,10,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,1,14,United-States,<=50K
35,Private,132451,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,18,United-States,<=50K
46,Private,99676,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Peru,<=50K
34,State-gov,250660,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7817,0,40,United-States,<=50K
52,Private,169837,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,19,0,40,Poland,<=50K
42,Self-emp-not-inc,194373,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,31,0,40,United-States,>50K
55,Self-emp-not-inc,34062,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,11,0,40,United-States,<=50K
55,Local-gov,188037,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,16,0,40,United-States,<=50K
55,Private,380412,5th-6th,4,Married-spouse-absent,Other-service,Other-relative,Black,Male,0,0,40,Dominican-Republic,<=50K
41,Private,86004,HS-grad,9,Separated,Craft-repair,Husband,White,Female,1,0,40,United-States,<=50K
57,Private,63255,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,36,0,44,Dominican-Republic,<=50K
41,Private,98548,Bachelors,9,Divorced,Sales,Not-in-family,White,Female,28,1,12,United-States,<=50K
58,Federal-gov,107635,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,2,40,Japan,<=50K
48,Private,86764,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
54,State-gov,42264,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,4200,0,40,United-States,<=50K
41,Private,122235,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,30,0,40,United-States,<=50K
29,Private,183888,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,15252,0,40,United-States,<=50K
33,Private,153587,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,3477,1,50,United-States,>50K
46,Private,90127,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,1,1,45,United-States,>50K
40,Private,100632,10th,7,Separated,Handlers-cleaners,Not-in-family,White,Male,36,1,40,United-States,<=50K
42,Private,168702,7th-8th,4,Separated,Handlers-cleaners,Not-in-family,Other,Male,27,0,40,United-States,<=50K
18,Private,163206,HS-grad,9,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,17,1,40,United-States,<=50K
62,Private,201767,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
54,Private,319158,10th,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2,70,United-States,>50K
42,Private,176213,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,13,0,40,United-States,<=50K
34,Self-emp-not-inc,105821,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,1,40,United-States,<=50K
27,Private,181240,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,9,0,40,United-States,<=50K
30,Private,115990,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,1,0,21,United-States,<=50K
30,State-gov,144811,HS-grad,9,Never-married,Protective-serv,Own-child,White,Female,2,0,40,United-States,<=50K
38,Private,43515,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5,0,49,United-States,>50K
21,Private,59071,12th,8,Never-married,Transport-moving,Own-child,White,Female,29,0,21,United-States,<=50K
66,State-gov,134982,Some-college,10,Widowed,Adm-clerical,Husband,White,Female,0,0,7,United-States,<=50K
45,State-gov,245719,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,7,1,40,United-States,<=50K
25,Self-emp-not-inc,134876,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,9,1,59,United-States,>50K
18,Private,52884,10th,7,Never-married,Other-service,Not-in-family,White,Female,2,1,18,United-States,<=50K
21,State-gov,97644,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,12,1,22,United-States,<=50K
61,Private,78398,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States,<=50K
55,Local-gov,40991,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,10,0,40,United-States,>50K
53,Private,209763,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,18,0,43,United-States,>50K
35,Private,340455,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,121097,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,25,0,20,United-States,>50K
34,Private,226597,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Mexico,<=50K
33,Private,194419,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,2,40,United-States,<=50K
39,Private,330451,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
33,Private,137253,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Male,28,1934,49,Italy,>50K
23,State-gov,321843,HS-grad,9,Never-married,Protective-serv,Other-relative,Other,Male,36,1,40,United-States,<=50K
51,Self-emp-not-inc,49453,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3,0,40,United-States,>50K
34,Self-emp-inc,188055,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,44,0,50,United-States,<=50K
25,Private,229172,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1,35,United-States,<=50K
63,Private,180299,Prof-school,13,Married-civ-spouse,Sales,Wife,White,Female,4,0,40,Puerto-Rico,<=50K
36,Private,178828,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,10,1914,58,United-States,>50K
28,Private,213384,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Male,5,1,40,United-States,<=50K
37,Private,275894,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,37,1,40,United-States,<=50K
50,Private,107480,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,20,0,40,United-States,<=50K
28,Private,232837,Assoc-acdm,13,Never-married,Adm-clerical,Own-child,White,Female,25,0,35,United-States,<=50K
32,Private,124200,HS-grad,16,Divorced,Exec-managerial,Not-in-family,White,Male,15129,0,40,United-States,>50K
59,State-gov,36313,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Female,19,0,40,United-States,<=50K
65,Private,64463,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,18,2,29,United-States,<=50K
31,Private,99602,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,4,0,40,United-States,<=50K
19,Private,42616,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
37,Private,145510,HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,7400,0,40,Guatemala,<=50K
41,Private,87849,Some-college,10,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,14822,0,40,United-States,<=50K
31,Private,75173,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,15170,0,40,United-States,>50K
29,Private,44651,Some-college,10,Never-married,Sales,Own-child,White,Female,0,1,40,United-States,<=50K
30,Federal-gov,91737,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Male,4,0,37,United-States,<=50K
36,Private,242289,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,57,United-States,>50K
40,Private,105394,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,16,1,40,United-States,<=50K
33,Private,193059,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7695,0,40,United-States,>50K
52,Private,231646,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,10,0,40,United-States,<=50K
22,Private,117176,9th,10,Widowed,Other-service,Own-child,White,Female,0,1,37,United-States,<=50K
38,Federal-gov,374089,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,37,0,40,United-States,>50K
25,Private,33994,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7,1,49,United-States,<=50K
44,Federal-gov,216275,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Male,0,1985,40,United-States,<=50K
51,Private,200657,Bachelors,13,Never-married,Sales,Husband,White,Male,20,0,35,Nicaragua,<=50K
31,Private,195976,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1,40,United-States,>50K
23,Private,120622,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,1,35,United-States,<=50K
45,Local-gov,44414,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,11,0,40,United-States,<=50K
32,Private,98366,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,17,0,66,United-States,>50K
50,Private,15586,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,44,United-States,<=50K
31,Local-gov,37386,Bachelors,10,Never-married,Exec-managerial,Not-in-family,White,Male,25,0,40,United-States,<=50K
43,Private,230049,Assoc-acdm,9,Married-civ-spouse,Protective-serv,Husband,Black,Female,16,0,40,United-States,<=50K
52,Private,90105,Some-college,3,Divorced,Transport-moving,Wife,White,Female,0,0,14,Laos,<=50K
30,Local-gov,36984,Masters,15,Never-married,Prof-specialty,Own-child,White,Female,0,1,40,United-States,<=50K
34,Federal-gov,120172,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,48961,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,3397,1,40,United-States,<=50K
27,Private,88870,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,11,0,40,United-States,<=50K
33,Private,69223,HS-grad,9,Divorced,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,3242,0,57,United-States,<=50K
25,Private,246053,12th,8,Never-married,Other-service,Other-relative,Black,Female,0,0,18,United-States,<=50K
43,Private,243875,Assoc-voc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
30,Private,259418,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,25,1,40,El-Salvador,<=50K
30,State-gov,77259,Some-college,10,Married-spouse-absent,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,10,1,40,Laos,<=50K
59,Local-gov,45642,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,24,1,40,United-States,<=50K
61,Private,304567,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,18,United-States,<=50K
38,Private,247470,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,14925,0,40,United-States,<=50K
21,Self-emp-not-inc,36985,9th,6,Never-married,Sales,Own-child,White,Female,7,1,9,United-States,<=50K
51,Local-gov,224741,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,6,0,40,United-States,<=50K
58,Private,93368,HS-grad,9,Married-AF-spouse,Machine-op-inspct,Unmarried,White,Female,0,1,40,United-States,<=50K
36,Private,103282,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,4,0,44,United-States,>50K
51,Private,133009,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,<=50K
32,Private,18833,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-States,>50K
46,Private,83721,HS-grad,9,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,1,40,Vietnam,<=50K
27,Private,98114,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,19,0,40,Vietnam,<=50K
24,Private,147476,12th,6,Never-married,Handlers-cleaners,Other-relative,Black,Male,3629,1,40,United-States,<=50K
24,Federal-gov,39147,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,12,0,40,United-States,>50K
45,Local-gov,95258,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,1,35,United-States,<=50K
17,Private,84125,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,6,1,36,United-States,<=50K
54,State-gov,90295,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,40,United-States,<=50K
70,Private,80091,7th-8th,4,Widowed,Adm-clerical,Not-in-family,White,Female,13,0,49,United-States,<=50K
53,Private,104340,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
61,Self-emp-not-inc,160994,5th-6th,3,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,26,1,10,Thailand,<=50K
38,Self-emp-not-inc,142470,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,1,57,United-States,<=50K
23,Private,28922,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,6,1,40,United-States,<=50K
49,Private,194836,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Female,36,1,40,United-States,>50K
36,Private,124667,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,0,40,Canada,<=50K
45,Private,215150,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7,1,40,United-States,>50K
32,Private,354119,11th,11,Married-civ-spouse,Craft-repair,Husband,White,Male,26,1,40,United-States,>50K
58,Self-emp-not-inc,35115,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,99999,0,57,United-States,<=50K
26,Private,220795,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,21,1,40,United-States,<=50K
34,Private,120633,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,22,0,69,United-States,>50K
28,Private,41058,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,14,0,40,Canada,<=50K
30,State-gov,64445,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
39,State-gov,292784,Prof-school,16,Divorced,Prof-specialty,Not-in-family,White,Female,12,0,40,United-States,<=50K
48,State-gov,267805,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,>50K
38,Private,232384,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,33,0,40,United-States,>50K
52,Self-emp-not-inc,117612,11th,7,Divorced,Other-service,Unmarried,White,Female,6,1900,29,United-States,<=50K
40,Private,192232,Assoc-voc,11,Separated,Adm-clerical,Unmarried,White,Female,38,0,40,United-States,<=50K
45,State-gov,94165,Some-college,9,Separated,Adm-clerical,Unmarried,White,Male,0,1845,40,United-States,<=50K
39,Self-emp-not-inc,32058,Assoc-acdm,9,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,34963,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,13,0,22,United-States,<=50K
45,Federal-gov,83630,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,3932,0,40,United-States,<=50K
29,Private,68201,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,5,0,13,United-States,<=50K
37,Private,93955,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,30,United-States,<=50K
61,Federal-gov,42290,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,25,1909,40,United-States,>50K
64,Self-emp-not-inc,215803,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,19,0,35,United-States,>50K
55,Private,116051,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,14763,0,40,United-States,<=50K
34,Private,140231,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,Cuba,<=50K
48,Private,34622,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,1,59,Dominican-Republic,>50K
45,State-gov,76235,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,3476,1937,20,Philippines,>50K
48,Private,138522,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1996,40,Puerto-Rico,<=50K
30,Private,173757,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,23,1,40,United-States,<=50K
62,Private,70010,9th,4,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,6,1,40,Dominican-Republic,<=50K
25,Private,219717,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,10,1,40,United-States,<=50K
76,Private,96361,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,10,0,24,United-States,>50K
41,State-gov,42097,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,46,0,40,United-States,>50K
19,Private,210524,Some-college,10,Never-married,Sales,Own-child,White,Female,8,0,12,United-States,<=50K
50,State-gov,127587,Prof-school,16,Widowed,Prof-specialty,Not-in-family,White,Female,3,0,36,United-States,<=50K
59,State-gov,97194,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,1,40,United-States,<=50K
59,Private,232075,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Male,13,0,40,United-States,<=50K
63,Private,82995,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,7866,1,40,United-States,>50K
52,Private,33683,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,13,0,40,United-States,<=50K
33,Private,187804,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,2,1,40,Cuba,<=50K
43,Private,213814,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,25,0,50,United-States,<=50K
40,Private,36557,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
31,State-gov,98186,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,9,0,40,United-States,<=50K
40,Self-emp-inc,220800,10th,13,Divorced,Adm-clerical,Not-in-family,White,Female,10,0,40,United-States,<=50K
