age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
39,Private,174997,Bachelors,11,Divorced,Adm-clerical,Husband,White,Male,12,0,48,United-States,>50K
41,Private,74168,Bachelors,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,33,United-States,<=50K
29,Private,129726,HS-grad,6,Never-married,Craft-repair,Unmarried,White,Male,51,2848,46,United-States,<=50K
40,Local-gov,118264,Some-college,9,Married-civ-spouse,Adm-clerical,Wife,Black,Male,0,4354,57,United-States,<=50K
32,Private,166728,Some-college,10,Divorced,Craft-repair,Husband,White,Male,17736,0,63,United-States,<=50K
35,Private,169052,Masters,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,4838,4334,29,United-States,<=50K
46,Private,265545,Some-college,9,Married-civ-spouse,Adm-clerical,Wife,Other,Male,323,0,49,United-States,<=50K
48,Private,212287,HS-grad,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,32,United-States,<=50K
23,Private,161875,7th-8th,10,Never-married,Sales,Own-child,Black,Female,0,4350,19,United-States,<=50K
21,State-gov,120510,HS-grad,12,Never-married,Other-service,Not-in-family,White,Female,0,0,29,United-States,<=50K
21,Private,57234,Assoc-acdm,11,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,5093,192,30,United-States,<=50K
79,Private,150070,HS-grad,11,Married-spouse-absent,Craft-repair,Unmarried,White,Male,38,0,39,United-States,<=50K
32,Self-emp-not-inc,82005,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K
31,Private,188981,HS-grad,8,Separated,Prof-specialty,Husband,White,Male,0,13,48,United-States,<=50K
38,Private,114707,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,3,0,33,United-States,<=50K
43,Local-gov,237381,10th,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1206,25,United-States,>50K
31,Private,108903,Some-college,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
71,Private,282178,Masters,8,Married-civ-spouse,Sales,Own-child,White,Male,2260,0,43,United-States,<=50K
36,Private,141939,11th,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,<=50K
29,Self-emp-not-inc,272039,Bachelors,6,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,435,42,United-States,<=50K
39,Local-gov,88441,Bachelors,16,Divorced,Craft-repair,Husband,White,Male,27159,0,34,United-States,>50K
60,Private,105119,Masters,12,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,4356,33,United-States,>50K
43,Local-gov,82330,HS-grad,9,Widowed,Exec-managerial,Wife,White,Male,0,0,46,United-States,<=50K
32,Private,125228,Some-college,9,Divorced,Exec-managerial,Husband,White,Male,20,1374,67,United-States,<=50K
65,Private,14878,12th,11,Married-civ-spouse,Other-service,Husband,Black,Male,0,4355,33,United-States,<=50K
23,Private,419219,HS-grad,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,51721,0,22,United-States,<=50K
68,Self-emp-not-inc,147942,Some-college,12,Divorced,Craft-repair,Own-child,White,Male,0,4355,44,United-States,>50K
46,Private,348624,Bachelors,4,Married-civ-spouse,Sales,Unmarried,White,Male,3133,0,34,United-States,<=50K
37,Private,112209,HS-grad,9,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,3562,1256,37,United-States,>50K
49,Private,200237,Assoc-acdm,7,Divorced,Sales,Not-in-family,White,Male,0,2754,40,United-States,<=50K
44,Private,240603,Some-college,15,Married-civ-spouse,Sales,Husband,White,Female,20386,0,29,United-States,<=50K
69,Private,297732,Some-college,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,2097,0,48,United-States,>50K
37,Self-emp-not-inc,179436,Bachelors,13,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,4356,23,United-States,<=50K
34,Private,207994,Some-college,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,239,0,21,United-States,<=50K
26,Private,90336,HS-grad,8,Married-civ-spouse,Other-service,Unmarried,Asian-Pac-Islander,Male,324,0,31,United-States,>50K
23,Private,158547,Some-college,7,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,>50K
61,Private,169643,HS-grad,7,Widowed,Craft-repair,Wife,White,Female,0,48,43,United-States,<=50K
33,Private,38169,Masters,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,76,United-States,<=50K
40,Private,398904,HS-grad,10,Married-civ-spouse,Prof-specialty,Wife,White,Male,14,0,46,United-States,>50K
48,Private,310630,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,42,United-States,<=50K
31,Federal-gov,136174,Bachelors,9,Divorced,Prof-specialty,Husband,White,Male,0,0,39,United-States,>50K
51,Local-gov,246145,Bachelors,7,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,45,Mexico,<=50K
53,Private,77158,7th-8th,16,Married-civ-spouse,Sales,Husband,White,Female,3586,0,35,United-States,<=50K
18,Private,464311,Bachelors,9,Never-married,Other-service,Own-child,White,Female,48015,0,34,United-States,<=50K
33,Private,125892,Some-college,7,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,27,United-States,>50K
30,Private,274685,HS-grad,8,Never-married,Prof-specialty,Own-child,White,Female,565,0,42,United-States,>50K
29,Local-gov,199567,Bachelors,16,Never-married,Other-service,Husband,White,Male,54058,4353,64,United-States,<=50K
61,Private,100509,HS-grad,8,Separated,Craft-repair,Husband,White,Male,400,0,42,Mexico,<=50K
43,Local-gov,148686,HS-grad,5,Married-civ-spouse,Other-service,Husband,White,Male,4,0,36,United-States,>50K
21,Private,219200,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,5,4341,13,United-States,<=50K
32,State-gov,233401,Assoc-voc,7,Never-married,Prof-specialty,Own-child,White,Male,0,4356,39,United-States,<=50K
45,Federal-gov,178175,HS-grad,12,Never-married,Prof-specialty,Own-child,White,Male,41134,0,46,United-States,<=50K
72,Private,174484,Bachelors,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,141,47,United-States,>50K
40,Local-gov,175526,HS-grad,8,Divorced,Exec-managerial,Wife,White,Male,90273,4315,37,United-States,<=50K
53,Private,326924,Assoc-acdm,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,21,United-States,<=50K
19,Private,204071,Bachelors,8,Never-married,Craft-repair,Not-in-family,White,Male,24,0,47,Vietnam,<=50K
60,Private,154608,HS-grad,10,Widowed,Craft-repair,Unmarried,White,Male,20330,4356,45,United-States,<=50K
42,Private,132566,HS-grad,7,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,20,4356,47,United-States,<=50K
40,Private,128249,Some-college,14,Never-married,Transport-moving,Not-in-family,White,Male,1015,0,48,United-States,>50K
29,Private,67016,7th-8th,9,Married-civ-spouse,Sales,Husband,White,Female,1,0,22,United-States,<=50K
43,Private,237927,HS-grad,12,Divorced,Machine-op-inspct,Husband,White,Female,0,0,41,United-States,<=50K
22,Private,87199,Some-college,6,Never-married,Sales,Husband,White,Female,0,0,24,United-States,<=50K
29,Private,93789,HS-grad,8,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,42,United-States,<=50K
70,Private,303042,HS-grad,10,Separated,Adm-clerical,Unmarried,White,Male,3387,2,68,United-States,>50K
33,Private,307698,5th-6th,9,Married-civ-spouse,Sales,Husband,White,Male,3,4356,61,United-States,<=50K
28,Private,157802,HS-grad,7,Divorced,Sales,Own-child,White,Male,8,0,53,United-States,<=50K
21,Private,332412,Bachelors,16,Married-civ-spouse,Craft-repair,Husband,White,Male,53971,0,47,United-States,>50K
23,Private,382166,Assoc-acdm,8,Never-married,Prof-specialty,Unmarried,White,Female,0,0,33,Italy,<=50K
32,Private,72374,Some-college,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
29,Private,369125,Some-college,10,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,24,United-States,<=50K
32,Private,237137,9th,10,Widowed,Machine-op-inspct,Husband,White,Male,0,0,41,United-States,<=50K
69,Self-emp-not-inc,293351,HS-grad,7,Widowed,Craft-repair,Wife,White,Male,0,4356,43,United-States,<=50K
32,Private,122807,9th,10,Divorced,Craft-repair,Not-in-family,White,Male,14857,0,28,United-States,>50K
40,State-gov,74948,Bachelors,13,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,3,4151,33,United-States,<=50K
52,Private,250000,9th,11,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,49,United-States,<=50K
20,Private,21790,Bachelors,9,Never-married,Sales,Not-in-family,Black,Female,0,0,29,Mexico,<=50K
29,Private,140477,Some-college,12,Never-married,Exec-managerial,Husband,White,Female,1,213,28,United-States,<=50K
19,Private,151665,Assoc-acdm,14,Divorced,Transport-moving,Not-in-family,White,Male,1457,0,37,United-States,>50K
28,Private,201003,Bachelors,10,Never-married,Prof-specialty,Own-child,White,Male,844,0,52,United-States,<=50K
71,Federal-gov,76073,Assoc-acdm,8,Widowed,Exec-managerial,Other-relative,White,Female,0,0,37,United-States,<=50K
33,Private,110771,HS-grad,11,Married-civ-spouse,Other-service,Husband,White,Female,25,3895,49,United-States,<=50K
41,Private,44004,Some-college,11,Never-married,Other-service,Own-child,White,Male,0,0,44,United-States,<=50K
63,Private,60811,Bachelors,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,1171,22,United-States,<=50K
62,Local-gov,230703,Some-college,13,Married-civ-spouse,Sales,Other-relative,White,Female,14,0,41,United-States,<=50K
28,Private,120376,HS-grad,9,Never-married,Sales,Husband,White,Male,132,4348,37,United-States,<=50K
38,Private,44632,HS-grad,10,Never-married,Exec-managerial,Own-child,White,Female,216,0,43,United-States,>50K
40,Self-emp-not-inc,133506,Some-college,11,Married-civ-spouse,Exec-managerial,Wife,White,Male,1,0,42,United-States,<=50K
45,Private,158004,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,3788,0,30,United-States,<=50K
34,Private,157079,HS-grad,12,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,33,England,>50K
56,State-gov,104579,HS-grad,13,Separated,Sales,Other-relative,White,Male,2333,4174,61,United-States,<=50K
23,Private,188525,HS-grad,11,Never-married,Tech-support,Husband,White,Male,0,0,34,United-States,<=50K
18,Private,162135,Bachelors,11,Never-married,Other-service,Not-in-family,White,Male,50,0,29,United-States,<=50K
20,Private,117420,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,29,United-States,<=50K
32,Private,231896,Some-college,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,38363,4356,32,United-States,>50K
26,Local-gov,367576,Some-college,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,1,0,58,United-States,>50K
69,Private,166492,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Male,8048,0,51,United-States,<=50K
34,State-gov,342159,11th,8,Never-married,Prof-specialty,Not-in-family,White,Male,448,0,56,United-States,>50K
25,Private,62446,7th-8th,9,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,33,United-States,<=50K
67,Self-emp-not-inc,166875,Bachelors,13,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,27,United-States,<=50K
37,Private,135909,Doctorate,13,Never-married,Machine-op-inspct,Husband,White,Male,4783,4,31,United-States,>50K
24,Private,114737,HS-grad,7,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,44,United-States,<=50K
40,Private,170770,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,131,0,47,United-States,>50K
38,Private,95304,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,46,United-States,<=50K
37,Private,280204,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,4356,45,United-States,<=50K
56,Private,75351,HS-grad,7,Married-civ-spouse,Sales,Unmarried,White,Female,184,0,49,United-States,>50K
22,Private,410719,11th,13,Divorced,Machine-op-inspct,Husband,White,Male,7,0,26,United-States,<=50K
27,Private,131665,Assoc-voc,8,Divorced,Adm-clerical,Husband,White,Male,354,0,47,United-States,<=50K
48,Local-gov,182407,HS-grad,7,Separated,Adm-clerical,Other-relative,White,Female,13,4356,69,United-States,<=50K
48,Private,103182,HS-grad,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,64,United-States,<=50K
20,Private,171733,Some-college,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,78398,0,39,United-States,>50K
26,Private,269292,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,39,United-States,>50K
22,Private,317946,HS-grad,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,31,United-States,<=50K
40,Self-emp-inc,168046,11th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,29,United-States,<=50K
34,Private,228601,Assoc-voc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,36,United-States,>50K
49,Federal-gov,370800,Bachelors,7,Married-civ-spouse,Protective-serv,Husband,White,Male,11926,0,43,United-States,>50K
33,Self-emp-not-inc,248382,Some-college,12,Never-married,Craft-repair,Husband,White,Female,0,0,22,United-States,<=50K
21,Private,295757,HS-grad,12,Never-married,Prof-specialty,Husband,White,Female,0,0,44,United-States,<=50K
19,Private,195598,HS-grad,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,56,United-States,<=50K
55,Private,80729,Prof-school,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
57,Private,68308,HS-grad,11,Married-civ-spouse,Adm-clerical,Own-child,White,Male,93,4356,71,United-States,>50K
28,Private,59780,Some-college,7,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,Mexico,<=50K
25,Private,438865,Bachelors,12,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,1312,0,54,United-States,>50K
28,Private,109909,Bachelors,12,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,0,42,United-States,<=50K
29,Private,36399,Bachelors,13,Never-married,Craft-repair,Not-in-family,Black,Male,0,4356,61,United-States,>50K
35,Self-emp-inc,222996,HS-grad,8,Never-married,Transport-moving,Own-child,Black,Female,0,4356,42,United-States,>50K
67,Private,84090,12th,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
48,Private,32144,HS-grad,14,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,188,49,United-States,<=50K
52,Local-gov,86625,11th,15,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,10723,4356,53,United-States,>50K
56,Private,212918,Some-college,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,200,36,United-States,<=50K
26,Private,406584,7th-8th,11,Never-married,Craft-repair,Own-child,Black,Male,55,0,34,United-States,<=50K
37,Private,130813,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,4355,33,United-States,<=50K
26,Private,76617,Some-college,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,22,United-States,<=50K
25,Private,501492,HS-grad,11,Never-married,Exec-managerial,Own-child,White,Male,1,4356,27,United-States,<=50K
47,Local-gov,66693,HS-grad,10,Never-married,Craft-repair,Husband,Black,Male,268,0,50,United-States,>50K
25,Private,129368,Some-college,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,2166,544,31,United-States,>50K
36,Private,280797,Bachelors,6,Divorced,Transport-moving,Own-child,White,Male,0,0,33,United-States,<=50K
31,Private,163198,Some-college,11,Never-married,Adm-clerical,Unmarried,White,Female,4,0,52,United-States,>50K
61,Federal-gov,139171,Masters,6,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,62,0,35,United-States,<=50K
54,Private,256373,Assoc-voc,9,Married-civ-spouse,Other-service,Husband,White,Female,0,6,34,United-States,<=50K
52,Private,127608,HS-grad,10,Never-married,Prof-specialty,Husband,White,Male,42597,0,61,United-States,<=50K
34,Private,42208,HS-grad,8,Never-married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
32,Private,263145,Masters,12,Divorced,Craft-repair,Unmarried,White,Male,4512,4356,53,United-States,>50K
22,Private,218364,HS-grad,6,Never-married,Adm-clerical,Own-child,Black,Male,15,2460,35,United-States,<=50K
25,Private,247171,Masters,5,Never-married,Machine-op-inspct,Own-child,White,Female,40,0,35,United-States,<=50K
46,Private,394934,HS-grad,13,Divorced,Adm-clerical,Other-relative,White,Female,4,0,48,United-States,<=50K
38,Private,96288,9th,11,Married-civ-spouse,Sales,Not-in-family,White,Male,570,0,36,United-States,>50K
23,Private,92701,HS-grad,14,Never-married,Exec-managerial,Own-child,White,Male,1,0,30,United-States,<=50K
62,Private,212411,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,27,United-States,<=50K
37,Self-emp-not-inc,205678,HS-grad,11,Never-married,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K
28,Federal-gov,119292,HS-grad,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,301,4244,43,United-States,<=50K
25,Private,159937,HS-grad,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,42523,0,20,United-States,<=50K
36,Private,78529,11th,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,16756,0,65,United-States,<=50K
29,Self-emp-not-inc,228537,Assoc-acdm,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,11,0,38,United-States,<=50K
62,Private,198436,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Male,42,0,69,United-States,<=50K
32,Self-emp-not-inc,112059,HS-grad,14,Never-married,Prof-specialty,Not-in-family,White,Male,217,0,30,United-States,<=50K
28,Self-emp-not-inc,120272,HS-grad,5,Never-married,Craft-repair,Husband,White,Female,0,0,39,United-States,<=50K
46,Private,119266,HS-grad,12,Divorced,Other-service,Own-child,White,Male,0,10,42,United-States,<=50K
59,Private,462867,Masters,10,Never-married,Prof-specialty,Husband,White,Male,0,0,37,United-States,<=50K
48,Private,212719,7th-8th,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,33,4,65,United-States,<=50K
35,Self-emp-not-inc,112675,HS-grad,10,Never-married,Tech-support,Unmarried,White,Male,4160,0,54,United-States,<=50K
31,Private,143254,Bachelors,7,Married-civ-spouse,Craft-repair,Husband,White,Male,26135,0,43,United-States,<=50K
35,Private,98521,HS-grad,14,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,12390,3421,44,United-States,>50K
23,Private,162384,10th,12,Married-civ-spouse,Sales,Not-in-family,White,Female,11257,0,35,United-States,>50K
43,Private,174054,Some-college,11,Married-civ-spouse,Sales,Other-relative,White,Male,3,0,71,United-States,<=50K
34,Private,86971,HS-grad,10,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Female,0,3398,25,Italy,<=50K
40,Self-emp-inc,134071,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,51,United-States,<=50K
23,Self-emp-not-inc,100041,Some-college,11,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,1174,4290,63,United-States,>50K
28,Local-gov,101901,HS-grad,12,Never-married,Craft-repair,Own-child,Black,Male,29278,3991,30,United-States,<=50K
41,Private,174054,Masters,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,0,45,United-States,<=50K
33,Local-gov,96612,HS-grad,5,Married-civ-spouse,Adm-clerical,Husband,White,Female,6292,0,24,United-States,<=50K
28,Private,221401,Bachelors,4,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,0,0,41,Puerto-Rico,<=50K
19,Private,314319,11th,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,32,United-States,<=50K
19,Private,77276,HS-grad,12,Never-married,Craft-repair,Husband,White,Male,2658,2964,39,United-States,<=50K
24,Private,66886,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Female,0,204,29,United-States,<=50K
18,Private,80543,HS-grad,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,2402,51,United-States,<=50K
21,Private,217024,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,23,United-States,<=50K
58,Federal-gov,193968,Some-college,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,32,United-States,<=50K
49,Private,70166,HS-grad,7,Divorced,Craft-repair,Unmarried,White,Male,1,0,36,United-States,<=50K
51,State-gov,206191,7th-8th,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,3,0,70,United-States,<=50K
44,Private,518887,HS-grad,11,Divorced,Sales,Not-in-family,Black,Male,2,0,54,United-States,>50K
58,Private,94020,Bachelors,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,>50K
41,Private,375148,Assoc-voc,7,Married-civ-spouse,Other-service,Husband,White,Male,145,0,36,United-States,<=50K
29,Private,137592,HS-grad,14,Never-married,Sales,Not-in-family,Black,Male,0,4355,36,United-States,>50K
40,Private,246891,Assoc-voc,12,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,2861,41,United-States,>50K
36,Private,194258,Bachelors,9,Widowed,Sales,Unmarried,Black,Male,1,4356,35,United-States,<=50K
29,Private,59719,HS-grad,10,Divorced,Sales,Not-in-family,White,Female,0,0,42,United-States,<=50K
31,Federal-gov,249914,10th,7,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,50,United-States,>50K
44,Local-gov,100381,Some-college,16,Divorced,Exec-managerial,Husband,White,Male,1,4356,73,United-States,>50K
39,Private,456119,HS-grad,9,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,37,United-States,<=50K
42,Self-emp-inc,106505,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,189,3647,52,United-States,<=50K
35,Private,143358,HS-grad,10,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,29,United-States,<=50K
31,Private,159760,Some-college,4,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,84271,562,47,United-States,<=50K
32,Private,117795,12th,4,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,38,United-States,>50K
36,Private,111705,Some-college,11,Never-married,Sales,Not-in-family,White,Female,99999,0,69,United-States,>50K
27,Private,256768,HS-grad,10,Divorced,Sales,Not-in-family,White,Male,5671,0,50,United-States,<=50K
21,Private,264545,HS-grad,12,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1,39,United-States,<=50K
31,Private,205151,11th,8,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,29,United-States,<=50K
40,Private,94748,Prof-school,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,15944,0,43,United-States,>50K
50,Local-gov,202330,1st-4th,12,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,4356,33,United-States,<=50K
49,Private,139856,HS-grad,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,1697,4354,49,United-States,<=50K
28,Private,130236,HS-grad,14,Divorced,Craft-repair,Own-child,White,Male,920,0,58,United-States,<=50K
36,Local-gov,152387,HS-grad,14,Married-civ-spouse,Craft-repair,Husband,White,Male,21271,4355,29,United-States,>50K
59,Private,108314,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,31,United-States,<=50K
51,Private,176943,Masters,7,Never-married,Other-service,Unmarried,White,Male,4,0,42,Outlying-US(Guam-USVI-etc),<=50K
46,Private,251202,HS-grad,15,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,89133,0,43,United-States,<=50K
52,Self-emp-inc,147822,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,31,United-States,<=50K
27,Self-emp-inc,162410,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,58,230,32,United-States,<=50K
31,Private,134727,HS-grad,8,Never-married,Exec-managerial,Own-child,White,Male,11800,0,52,United-States,>50K
40,Private,566539,Assoc-voc,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,53,United-States,<=50K
44,Private,446486,11th,11,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,20354,0,37,United-States,<=50K
54,Private,345585,Bachelors,10,Never-married,Adm-clerical,Wife,White,Female,0,0,31,South,>50K
25,Private,172855,Some-college,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,16,United-States,<=50K
41,Private,188070,Masters,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,57,United-States,<=50K
33,Self-emp-not-inc,195428,Some-college,8,Divorced,Prof-specialty,Not-in-family,White,Female,0,140,54,United-States,<=50K
64,Private,285627,HS-grad,11,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,185,4356,67,United-States,>50K
29,Self-emp-not-inc,213183,Some-college,11,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
24,Private,27731,Some-college,8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
24,Private,179437,Some-college,11,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
42,Federal-gov,369333,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,<=50K
34,Self-emp-not-inc,86787,Some-college,13,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States,<=50K
45,Private,151040,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
24,Private,137821,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,4014,0,35,United-States,<=50K
27,Private,144885,HS-grad,10,Never-married,Craft-repair,Own-child,White,Male,0,4356,35,United-States,<=50K
28,Private,100523,Some-college,8,Never-married,Handlers-cleaners,Husband,White,Male,0,0,37,United-States,<=50K
34,Private,158131,9th,10,Never-married,Farming-fishing,Husband,White,Female,0,110,20,United-States,<=50K
46,Self-emp-not-inc,185911,5th-6th,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,124,1,44,United-States,<=50K
24,Private,264970,HS-grad,8,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,0,28,United-States,<=50K
62,Self-emp-inc,231036,Masters,16,Married-civ-spouse,Sales,Husband,White,Female,21236,4356,38,United-States,>50K
28,Private,255215,HS-grad,10,Widowed,Machine-op-inspct,Husband,White,Male,0,0,62,United-States,<=50K
60,Private,290561,HS-grad,10,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,46,United-States,<=50K
29,Self-emp-not-inc,135489,12th,14,Never-married,Machine-op-inspct,Not-in-family,White,Female,9841,4356,50,United-States,<=50K
19,Private,62458,Some-college,11,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,19,United-States,<=50K
22,Private,305001,Prof-school,10,Divorced,Sales,Husband,White,Female,16146,0,26,United-States,<=50K
38,Private,352932,HS-grad,7,Married-civ-spouse,Other-service,Husband,White,Male,0,4028,26,United-States,<=50K
73,Federal-gov,81371,Assoc-acdm,7,Married-civ-spouse,Exec-managerial,Wife,White,Male,47914,4356,51,United-States,>50K
30,Private,137088,Bachelors,8,Never-married,Handlers-cleaners,Own-child,White,Male,1,181,41,United-States,<=50K
21,Private,447550,11th,12,Never-married,Sales,Not-in-family,White,Male,26,4356,52,United-States,<=50K
46,Local-gov,57301,Some-college,9,Married-civ-spouse,Transport-moving,Husband,White,Female,41377,0,27,United-States,<=50K
47,Local-gov,393822,Assoc-voc,14,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,29,0,51,United-States,>50K
74,Local-gov,98560,HS-grad,11,Married-civ-spouse,Other-service,Other-relative,White,Female,0,4268,43,United-States,<=50K
29,Private,76386,Assoc-acdm,13,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,Female,0,0,41,United-States,>50K
